Airport,State,Index,Country
OZE,ZF,29766,HH
WTS,OO,54438,JC
ICD,DC,84281,OW
JXW,NQ,53409,LD
CHM,ZK,38964,TY
GBS,CX,46755,RD
MGY,DO,63938,RH
WXB,GA,24361,HI
XOO,TL,67949,IC
IJP,XQ,35984,PX
VXF,BW,23803,WN
TZM,FI,74349,UV
TFP,EK,58571,WD
ZQU,BX,61952,JO
YGQ,FX,78206,CC
OGT,BZ,73988,IF
MGZ,QW,40182,HQ
FKR,WW,56770,MC
VRQ,RR,80017,YB
EZJ,VG,30580,DD
ULZ,BI,89321,NH
WNW,NK,53894,GV
QDR,HH,08427,EJ
CUL,JA,82783,LJ
RTM,MX,35295,FB
PHH,JW,49227,NW
XOA,RC,10668,RC
THH,RN,38226,DJ
ECT,GZ,73143,TM
TXN,UM,60393,ED
UJH,OM,03276,HO
MKA,KV,74682,QW
GFZ,EJ,17525,UM
OCZ,EU,51175,DC
ZAJ,AA,94181,LC
DGN,SL,12099,ZP
IMS,AQ,06387,HG
DSP,AN,53171,LC
RDM,SO,05004,AP
XFV,VN,08035,YX
STB,WT,27176,PZ
SWL,EM,90310,AW
HSX,VQ,34736,MC
BUP,HZ,98965,YL
BSO,YJ,61299,YL
UZC,TV,59805,XT
HTK,FI,07332,LS
RJF,HS,06326,GB
HAF,FM,79650,AG
EUX,ZF,22180,RH
ULE,GY,80379,BW
TDL,XG,02836,SC
NVY,WS,99646,IO
YLD,YG,34798,BH
CPC,EP,27461,UP
YIU,SN,23939,MH
PXU,FW,82523,NR
ASV,CR,00508,KM
GPQ,DS,37348,GO
XHV,YJ,29976,JG
AGR,NW,35274,EZ
JGE,QL,28921,MM
YPO,YZ,35296,SH
QQF,ZH,48857,CE
CUA,QK,22365,FN
KUI,RI,22637,MC
HFS,UW,80800,FP
DVX,OP,75724,AH
UUE,AR,95746,JD
VJT,SJ,12973,AT
CEC,EW,49611,TD
TOG,KZ,79573,SA
DWK,OC,56686,MX
RFH,BW,38963,OA
FYY,JI,77788,BZ
LFS,JB,11276,DK
SCP,VB,14215,IR
YSB,YA,79077,UW
IBC,QO,23866,WI
YEL,VZ,43677,CK
RZI,OT,78606,NN
SJU,ZH,64579,PZ
KCG,BN,73703,WU
KOK,UG,42559,FG
UHL,LA,37168,KC
THN,XB,98337,IL
VXM,XO,00520,WQ
JNF,VV,13357,MP
UUM,AY,27514,RQ
CKX,ZK,16648,BJ
QAJ,CD,47578,FX
ACS,GQ,93575,XP
DUR,CB,37651,LU
QZZ,YY,87115,PM
VLL,LS,93614,EK
DJQ,SV,40806,UB
WPD,YJ,93960,VK
FTP,OT,12646,CN
LVV,IU,15289,XC
QVL,EH,58109,IL
CZM,HM,09796,WO
MYA,RG,07304,KY
IYZ,ZN,37997,ZT
QEI,MN,85331,XK
CIS,IT,10607,GQ
TME,IY,52109,KI
NWH,WG,04970,TG
BRK,JL,08117,HB
BDI,PO,81733,VE
QHZ,ML,95812,XI
TUE,PH,77707,YF
ZQM,OC,45181,SQ
NJZ,IT,45696,TU
GQO,JT,40944,WL
UXA,HL,79105,JD
GHM,UB,00997,LX
JIE,UY,86609,YE
SQO,CY,26285,YC
YIO,GS,96665,WU
AYP,YA,32691,BB
JSX,VT,65500,ZT
GTF,ZK,38666,YI
RGK,KM,66745,LP
FMZ,RQ,90175,FX
QMC,KZ,93204,HN
HST,AM,05903,HU
DJT,DQ,18766,JK
PRO,LM,18929,LW
ZEN,CD,59187,PF
ZPQ,EF,45378,IM
LFF,VL,87091,ZP
JBX,VA,12510,BJ
ADU,CL,61489,WG
CGK,LQ,07701,AY
XDB,DO,26831,JI
WLQ,TL,16900,OX
RYV,QW,52015,FE
WQV,GU,58559,VH
XIL,QD,06020,WY
THZ,CG,87819,WP
JGE,CE,85479,MY
FIA,XM,41047,OO
PBJ,IL,70771,LD
LLR,TM,10748,DL
ODC,ZD,26748,SK
FDO,KC,50090,MS
RGW,WR,68214,NW
PCX,DZ,30281,AU
EXJ,ST,15344,NU
NHQ,WF,37472,GF
EZB,SC,19132,YL
MCL,LL,52089,IV
XLK,ZD,01433,TN
HMB,FR,94204,SC
BSP,NC,91323,WK
BKE,FB,50707,AW
WNC,PK,37134,LR
XKS,TZ,00917,XU
LHJ,HH,83721,VG
AMQ,HC,27086,XN
ZTZ,RO,77234,LY
VUV,QB,85991,CC
HXH,XK,85166,SG
NAG,YA,64794,UY
BSA,WG,51944,CQ
UPP,AC,49628,LM
OUP,QL,28044,OL
MAS,KZ,83418,GM
QZQ,MS,08060,TA
KVH,KT,16490,KD
HFP,DW,55625,SS
BXE,EK,77358,LO
CYS,WZ,74490,NQ
VQQ,TS,00981,NM
VRA,YK,03978,MF
LDF,UR,53555,EC
WKV,YR,69854,OW
JSM,YP,08025,VH
IQY,YF,55738,FV
LEZ,GD,18525,MW
DGG,SA,79796,BJ
DGG,HO,79753,EZ
HYN,RA,50593,EX
MQZ,PM,71494,HG
NCV,MI,71208,JN
KII,VE,86274,YE
ARH,WR,46350,UV
KBB,WP,83655,PM
QZS,YI,19162,HY
KRM,NK,66887,EL
GCU,MZ,61739,RJ
UDP,SN,38327,CR
WQL,ZR,53874,ZO
WIF,ZP,33109,IN
PCS,AK,98651,KR
OHJ,OR,20578,CB
TMU,AS,19065,XQ
ETC,XD,48266,JY
SLN,JJ,29890,GV
IRO,ZE,80265,AR
MGK,TN,14672,CK
PJY,TD,90914,QV
IHE,NP,82937,ME
YTN,XV,09552,QO
MBM,QG,72081,UZ
XRY,YN,16426,JW
WUL,YS,46798,KS
ABQ,CC,30503,GG
HXW,JP,88643,MO
ECU,NX,27842,GM
CKL,LR,37522,BC
YGO,SW,68421,NP
WFN,NZ,66426,VV
KWC,DO,81327,ZA
VBL,JF,55427,NV
XDW,FJ,05801,CY
HWQ,BO,17198,OT
NQO,BK,88372,QA
BYB,MF,99038,RJ
ZUE,WQ,79095,GG
XSH,CT,77194,LH
ELX,QZ,42669,UV
EEU,PO,22034,TE
NJD,NA,40452,HQ
SYR,EE,93552,CE
BRX,ND,99733,IP
KOD,GW,37369,NT
GLD,UX,15072,SQ
PNO,SY,94836,KN
TXX,CO,51755,KG
PEF,VO,17735,BY
IWL,JD,39960,EA
BAX,BY,12755,PP
JTG,PN,48275,CD
JKT,JT,13187,ZM
LNZ,MX,24384,IH
IRT,KY,84806,CJ
AOP,TE,60205,AE
IOJ,YS,36893,ZD
SIS,KH,69809,MB
DSD,QV,44228,SK
EFQ,EQ,63128,OW
HHB,US,74300,TX
KPV,KN,68704,JY
RDL,LS,25497,NK
EIJ,FM,91121,SP
BXA,UN,67618,XM
PIC,VX,03991,RL
KEK,ES,13873,DI
VYP,IG,09336,RS
FUI,MG,91584,WQ
XMC,ZB,80061,NC
ZDG,FV,04152,PE
XPH,DO,47329,OP
KQO,TD,74266,OB
JOD,WA,70835,AT
TUM,ZR,31083,IV
IKZ,SP,67481,XN
DBI,ZU,76678,FK
FUP,AH,92000,BE
KGK,OF,85034,XV
NMZ,BI,88007,US
JMB,ZH,18171,MZ
BAZ,QZ,54669,MM
BWD,JR,87616,YZ
EEC,CS,56088,MI
JLG,YG,47605,FX
NGX,UZ,71159,XS
MSK,WM,15596,GD
EUQ,KA,60331,IW
LYW,GM,04614,OY
TGY,TI,63326,RM
WHU,KM,78326,DH
GQY,QK,69005,QS
BWR,XA,90840,QS
GIB,NQ,36087,XT
FET,EX,03572,YW
LHP,GG,48454,JS
YJK,FE,76160,PN
JVZ,DI,12928,LC
LXF,LZ,04734,KP
SXS,KZ,56621,UL
YCG,YL,10945,BA
JIN,FH,42102,YD
SOY,CD,43167,HJ
TKP,VX,56348,CJ
VOR,OB,02873,DP
AWN,VQ,29848,RY
RMR,LE,45067,HM
SBM,NQ,65210,ZP
ZPT,RC,56534,SL
HZI,OR,25323,FZ
UPZ,AH,11421,LZ
AMX,GT,56408,WZ
UGE,RT,01563,VK
NBD,WK,29687,YG
RPD,VB,74016,WY
TEB,UR,54048,UY
DXZ,IK,33662,TL
YHK,IC,98844,PU
TSB,LK,27869,MJ
BTD,IV,47379,AK
VBA,OT,61414,FO
TVP,JG,80993,RS
FES,QK,01121,JC
WNE,TB,10294,OQ
YPL,SG,84415,AQ
GEZ,TB,77224,XM
URV,KW,19575,WX
BWO,EK,48272,GQ
DSZ,YT,95487,VL
WEE,YR,58654,SY
MRF,VZ,53118,FF
GXS,VB,15053,TF
DFX,LX,38744,AD
BQA,JH,39221,HC
ZLQ,NO,07544,CM
RRI,XL,25465,OF
YYZ,UT,41693,ON
DKW,QC,62438,XS
CLU,IL,65851,LG
FDJ,RE,53861,MG
GHL,XI,67130,VX
GWG,QF,14596,IS
LMO,XS,67249,HN
RGJ,RN,98673,PE
DCB,SF,01876,YZ
PCT,DR,11321,XZ
GOW,YK,02271,UD
JHW,VL,07442,SL
GXP,LG,35858,GD
ZYD,GY,65975,GJ
CGC,EJ,17567,DR
UIP,JE,70820,TZ
VEA,CA,57522,ZS
PDN,KV,09506,SS
FTC,UM,48877,MK
QTR,TZ,45359,TT
FZO,PQ,63409,GA
KLZ,BS,88441,KZ
LOO,QS,07768,ZR
IJS,AG,13137,MG
DPL,YW,12217,DI
KXL,VJ,12595,IW
NOV,EW,98375,BC
THR,PF,00368,OB
ECD,XO,71189,XF
KUT,DZ,35101,XN
GKQ,FQ,37867,KC
QOQ,RY,87858,WC
FGG,SM,29605,TO
VXA,XX,22468,PY
ASF,LY,16926,FA
PQX,YQ,66228,OS
MOM,ZQ,43009,CK
ZRQ,HC,71991,YP
QHA,GK,39315,UD
GYE,NA,32809,SG
LAX,VO,74858,DN
MMA,BV,11585,UJ
NHJ,JM,03652,XW
EWL,CZ,36981,WH
NUB,VM,09067,VJ
YUO,WH,80232,EX
QHJ,AK,35267,KZ
SKY,FD,20616,EI
WWS,KV,56170,MU
DRC,MA,76980,II
MJH,ZK,58655,LW
YJL,DL,65904,XN
LLK,NX,89607,GM
DPO,SE,60079,BR
DQM,BY,53522,VU
OKP,JV,33193,HZ
RPA,KI,60981,VR
SZO,SL,96529,WF
FMR,RL,44511,HF
HTN,WL,94034,EH
ZZY,YX,89345,QC
UNZ,RF,92748,CH
HYS,ZI,58986,TJ
PFC,MV,87447,GB
ZHA,KC,98504,PW
VUY,ND,73398,KJ
SZT,YQ,03328,WJ
AAG,CM,85924,TP
ZNP,MS,78281,MN
WRQ,NF,96824,GY
ERB,DO,06211,YH
SHN,TT,42004,TM
ZLM,UQ,22737,RL
GCM,II,90226,MA
BOV,VU,65845,GQ
BAQ,YF,21141,LQ
UOA,RR,24999,AF
KPV,KH,39141,KV
ZYE,NY,00545,XP
NAP,EV,68189,WL
NLK,PS,12015,LY
BWB,RP,08519,GD
HBI,PB,60557,YG
MZK,AQ,63369,RN
IGT,IC,47475,BV
QRO,KK,67696,QV
HMI,FU,15412,IB
UQQ,QG,38861,SW
VWE,QL,88651,SI
NIV,RI,50843,UD
HLJ,AF,76063,XI
VKW,EK,52698,FS
EJJ,NJ,05617,CU
KDV,HP,75236,SO
UDE,AO,15447,TZ
KQD,ZG,30543,XM
QZM,JC,11977,IH
PLB,KE,94720,UP
KYL,DX,25746,LF
QJW,BK,76994,CW
FBY,YJ,14626,CM
RBF,MS,85668,AG
QOH,JX,66213,PC
SEB,GU,86460,DS
GUE,GU,59972,ME
LQI,NI,46680,RX
LQE,LY,26178,MC
LCU,DE,71146,NQ
UZY,UX,76049,EW
VAA,YH,61303,SK
PGJ,SJ,18462,FX
EKE,PW,68747,NR
ZAQ,CJ,90126,YM
YZA,FW,64878,NN
ILW,QA,97142,MZ
EYF,RL,05645,OL
YQR,TZ,25763,YZ
ZIK,HY,15385,ZK
QIR,JZ,61118,QG
ZTD,LG,79541,GU
SLY,BC,61424,BK
VGI,QD,88799,PF
GLC,CX,35196,JC
ILQ,YM,38900,UN
VJS,GD,86046,YJ
FQR,VU,44739,TR
LKM,CU,82639,OP
GDQ,MZ,00456,UC
MAX,XR,70365,DQ
CMF,TS,59581,UJ
WZZ,YM,26601,UA
TWJ,KD,98970,AW
FTF,JE,15929,LP
HCW,CR,90143,HM
ODG,ZV,33432,SF
BRE,NP,18421,XK
RKJ,RU,17608,LO
EOE,TL,79698,BO
QGH,PO,98354,WI
MYL,GU,65441,XK
BPH,MQ,77960,YX
YYX,HI,30782,WQ
BFI,GC,27065,JY
JZK,EX,71694,ZK
SRU,YJ,19279,NC
PSA,HI,70543,IU
KVQ,LD,16492,BL
YRM,CN,32884,NI
JWD,FD,31536,XS
NQL,BU,75447,RV
FOC,WF,57133,ZX
NYJ,VW,16488,MU
CUZ,IY,00206,GM
DIF,LV,52850,HL
VEL,TB,41993,CX
FHP,CS,36097,PG
JJY,HB,38140,TV
JUI,XW,64100,CI
ZHW,CV,72484,QE
CZZ,GW,99562,HE
QBC,LS,98639,UI
WZT,GQ,07809,KZ
JHU,ZF,26124,RS
KMT,RX,59244,VK
WPS,ZA,60466,ZP
USZ,KE,75243,KT
KGJ,GX,49327,VS
QIO,NL,78640,ZY
BDC,TH,11298,ZM
KQD,SN,77496,CS
JBB,DS,61211,UX
QKS,IM,74828,WD
OIQ,EJ,34683,PC
DPT,NH,13211,ET
NCM,OX,87567,KJ
DYL,HQ,38325,UU
FKL,TC,55104,XY
FKX,HP,68077,MV
ITX,JT,81031,QG
ZJK,TE,74934,JI
LAU,HV,47806,UB
QTV,CF,73443,FL
ULL,YD,81669,HG
IMM,QE,22891,CZ
UFC,IZ,50422,CX
UOY,LN,82092,JA
KWI,YN,61943,UP
IPI,ZE,04124,DC
SDE,WH,77557,SO
PGK,OL,54289,NK
CIC,YR,77064,RS
GYU,RS,45960,WB
TQV,YF,17805,JV
VSE,DQ,87027,ZZ
YKK,YT,88738,KX
TIH,JO,56910,LL
BKC,FX,39788,AU
SGG,QG,62199,TN
QIJ,RZ,40628,XN
XXC,CM,46520,MN
DZI,AT,81485,XR
RWP,II,21577,XK
WTB,KV,51895,PE
IQH,NL,97593,IM
IYP,JT,43135,SO
BBJ,RJ,67037,AM
FNT,EI,04903,EP
TOF,LB,41347,IR
YUT,XP,25551,NJ
UYG,UA,40938,WB
JDV,ZL,21800,FC
USG,BQ,21276,AG
YOH,DT,78065,RW
TWW,XQ,02333,LN
NAC,DG,13517,MU
FPB,EA,33714,VQ
INE,RR,99027,HR
HFP,BI,39645,BB
XLV,SL,56719,HG
ZZZ,DJ,43649,HC
WPI,HG,76309,XW
KCR,BJ,85755,YF
TTE,OQ,02661,FB
TOR,MK,05485,QS
EMH,YJ,57473,TA
YIP,XV,37976,ZV
SCE,NJ,44750,MN
OFO,LK,90323,VW
LCJ,ZQ,55268,DC
QAR,HA,87201,ML
NIW,LX,94083,GH
GLV,BY,80893,UG
DQJ,YT,24924,AD
HWR,WH,80071,UH
HAQ,IM,29677,SF
PRF,MD,25000,DN
TKE,EG,82879,QX
GXA,HZ,61458,NL
WHT,OB,27160,VF
XZK,IA,73312,KH
KWG,EV,20258,YV
COO,JJ,90250,OG
VUN,BC,86672,BA
TYO,YX,75273,AO
TBU,MB,88937,WR
GDZ,YY,59123,EJ
RJV,AV,57531,LV
FBW,GK,42345,PF
LRA,ON,49136,UG
DVA,LR,31515,BS
UUC,SF,66115,QM
RHA,DI,63045,RP
OGI,BX,35285,HM
QHF,JV,01919,DX
SEC,MK,70604,RL
DER,UI,80581,JK
LDD,NX,11584,FW
NRN,TL,88875,AI
ZXG,ZE,28016,OK
OQD,XL,34880,BO
RVG,NJ,74582,XN
YIP,VJ,46047,PQ
ORC,NV,15237,FC
FUI,HS,52287,WB
VQR,XS,48905,NW
KTJ,QS,69833,NS
QOL,GG,36299,QG
YGE,QS,73602,JO
FJE,VB,83191,WG
MMC,QV,31867,DS
BYR,BA,33808,VY
QTC,ND,13374,ID
UTQ,XB,67792,TF
PIM,WF,52972,LP
ZFY,OS,44652,DE
YDQ,HD,43922,QK
SUN,GO,56238,BJ
QAM,PB,00248,RZ
YZA,JG,72655,FA
UKW,BG,13159,XJ
FUV,ZS,20796,QD
CZZ,FP,41496,OZ
BXK,SU,12081,NL
XLZ,VM,45205,VC
WNF,XO,90480,RL
ZZX,ZA,80343,QU
MSM,IO,46950,OT
OBO,RV,97569,QI
KIS,MQ,88222,KP
JTT,WP,64846,GA
PPV,GA,23092,YE
IKV,KV,48803,HP
NDI,QR,74587,DG
ATI,AU,42842,HR
STN,UN,15050,CR
YRE,IA,14112,DO
SAJ,AZ,89560,QH
WXD,AP,73303,AJ
TNO,SB,48260,NS
QLB,FM,67103,GY
CSC,QG,49547,LE
RBV,WQ,87975,ZE
UNI,EE,28609,WB
DGB,MH,77260,YH
QBW,XN,49910,DB
MQX,NH,29343,HR
KVE,BT,76071,EV
HLM,WC,36253,YL
UUD,ZQ,01576,MG
ZXM,BJ,90219,XD
IRZ,ZH,33041,TJ
VZK,WW,07966,XI
OFU,IF,23273,ZT
HNM,GK,90593,MP
ATH,JG,58440,ZP
PMX,RN,98993,AQ
GEQ,NA,72574,TS
YAS,QA,75711,AP
XRJ,LG,63519,XN
FWW,GU,04542,MI
BOG,AL,12942,NY
VJV,WM,38143,QI
NBH,BJ,09713,BJ
OFW,MU,26038,EY
PXI,DF,25973,HI
DCB,RF,16497,FX
RBP,HR,14162,XB
PLB,AZ,39573,OO
ZMN,LX,74573,RY
KXC,DM,39629,HL
ETZ,PJ,18162,FB
SBA,UZ,54419,UB
NGY,VF,75144,TY
SWU,MO,35083,BE
QOM,OI,67428,UY
FWM,FB,02357,ZS
DGI,WP,66006,LJ
FQB,VP,79540,OQ
KHX,PF,46556,YZ
ONM,DO,24243,GO
SYU,XU,85914,QU
IQJ,WR,46375,BR
WTF,BD,78622,MW
RZX,KA,51210,TW
DRH,RY,81400,MD
SQS,HE,26414,CH
TYZ,XQ,79008,XZ
OGQ,AK,15397,TR
DEF,FO,23906,DM
DUN,RO,36998,QY
VTI,MC,56131,GW
LKA,AT,26318,RQ
GNR,CF,35332,KC
LRT,TO,88074,RE
LWA,CK,78685,KZ
ZYU,WM,97884,EB
OVL,IY,39503,PU
WOW,YW,26963,VJ
HHH,ON,26090,RC
VDA,CT,35852,BM
NLE,HQ,09654,XT
IQS,BS,52588,KV
YFJ,FW,34408,UN
BEC,RR,33575,JZ
PYT,NS,64219,WK
YGB,FW,78761,AK
SQY,XR,56718,PS
EJB,YV,37728,GW
QEA,NH,79405,BF
FAJ,UN,22738,XU
CFQ,FK,75684,YV
QRF,HM,56634,OM
PBD,AK,49681,DW
QCV,ZA,75204,IA
SEE,FJ,16018,UR
JGY,DK,96041,ZJ
PAK,ZK,06262,KJ
MMX,CB,65863,VB
JBO,SC,88124,SG
DWX,YG,61341,LI
QFQ,VT,25823,KW
CKN,OZ,67269,HX
TWS,YI,37174,CU
LAU,BS,39711,YK
OWD,KM,01631,GE
WYX,CD,96941,ZO
RML,PL,22089,WN
DAE,VO,97750,TG
UAO,AC,40118,JA
WBC,AS,30741,RA
QMG,ME,62031,GS
HNX,HG,58381,ZH
XPM,DJ,80209,PK
ELI,GN,02236,WW
ATI,EJ,73725,EJ
CIZ,LO,10958,JO
FQM,HX,73610,GD
LIE,XQ,78622,DR
SZT,MV,18678,MD
SVC,DC,72135,ZJ
QTT,ZL,87502,JF
JGY,FL,00473,EC
ATU,TF,59250,WZ
JEV,CB,03872,QS
TBY,TR,86409,SO
SWR,WK,54160,AC
UZR,QT,35885,BK
LGE,PK,25226,ML
HDJ,VS,41464,HI
ORD,XF,18974,MI
HQG,ZT,84181,WW
HDW,WC,74856,RX
GTE,OY,02997,CM
JJK,CX,53917,UA
DLM,YO,73852,RG
SHG,BT,82641,XP
NOW,OQ,41090,XB
HRJ,PK,79090,EP
PDX,SS,62140,KP
MIB,XZ,98105,UH
BFG,IQ,87409,SF
NIB,KK,79032,QR
CKK,WO,19253,AH
FTP,IE,07317,MO
FME,YL,73822,HA
WAE,WP,34560,VW
SNX,AK,91394,MP
LWK,QZ,45982,VR
LOX,SX,79646,OC
MDY,ZN,67609,KE
ADM,YJ,71230,UR
DMB,IP,16462,DU
WKS,XA,52183,FL
CWB,ZG,23970,TC
UAG,JV,71258,CU
LVP,ZG,11573,SX
VDL,IM,16341,PS
KRK,UT,66561,AV
QHO,GT,38135,BF
MTP,NA,72072,WA
KNB,PC,19578,JR
TFF,FS,33006,JJ
WIK,KR,31374,AJ
NVP,TL,45320,WJ
DDJ,ZV,72304,YY
CKI,SU,54492,UT
XTK,CO,52844,IW
GEG,FI,84918,BW
WGG,ZN,11441,YB
XTJ,JN,42854,DN
IIB,PK,32533,BN
HIF,PS,31778,WR
KAQ,XE,37913,DR
MHC,OR,92493,JE
GHJ,RB,31057,IC
GTC,AH,68746,ZS
MKW,SS,16773,JU
SHB,MI,98768,CL
NMW,QO,68641,SA
UDO,OS,06579,CK
LHU,TZ,07546,OY
SKQ,EI,13388,XM
XUK,IN,49292,ZJ
TPM,JX,49107,JV
MGA,FW,89113,KJ
CLQ,DV,69044,HJ
YPG,DT,41315,YV
HYR,ME,12452,BJ
VYT,XU,45954,BW
KOO,EU,42380,EF
QFM,VC,55085,HJ
BOL,FZ,09707,RO
YSF,DT,71625,SJ
SFD,KA,50820,TK
MID,PG,89449,HV
MHA,AT,16772,LG
JKK,UH,73732,AR
ZXO,FS,69475,NQ
CWE,VP,86174,OD
URG,NG,45082,OY
NVK,XT,37995,IW
KVM,YA,69408,KN
PEH,IZ,94161,NR
EOQ,DQ,94023,EE
QXV,DV,07742,FW
YVP,CQ,33638,IG
YOE,SJ,97148,RP
QOV,OO,41009,NM
FYH,SK,81723,FL
RDT,QN,16215,RR
GRN,CW,08799,BM
YQT,EY,77318,IL
NKU,MJ,06770,VX
YZU,OR,91523,EZ
DJT,LR,57572,HN
IOB,YD,40883,ER
XDW,BU,77053,AA
JHD,QV,45908,BN
WSM,KV,89262,ZS
EOM,GX,57802,GZ
DKQ,YC,17487,DR
HIT,FR,96860,VV
ABB,PN,69038,WG
DXH,BA,61792,EB
OPX,XO,83629,CC
NDG,ZF,06523,SW
CIV,HZ,83240,CE
QHX,XJ,26127,AB
KWB,PJ,47313,EG
TQQ,AD,58494,RR
QGT,KC,81465,TJ
DKS,RS,56793,HK
UPH,UJ,34379,BN
KFV,YI,95438,UK
DHS,YF,22565,EI
KLZ,KP,75215,NW
YDD,NG,79161,ZK
CCZ,CK,18418,YC
QLE,SA,93618,RA
EAL,ZE,77299,XH
FNN,MU,31665,ZF
BTU,TQ,15948,DQ
VXH,RE,91943,QQ
MKN,QI,43098,LA
JSF,TE,46218,PX
AEQ,SD,32963,OS
CCB,DN,97284,DI
WNJ,IG,54848,WH
AHM,NG,10813,VS
GFF,DD,48625,YA
LBF,LZ,87242,LY
TWJ,MK,89712,DP
NCO,LT,69568,UE
XSW,PY,10832,IQ
CWI,KD,65802,FK
SWN,UM,31234,XR
JTQ,WV,38998,NJ
KAU,LA,60479,CY
EQL,RE,74753,XO
CIL,RY,79940,LG
QBP,RP,40337,FH
ODK,CD,50980,QV
BYC,IN,22191,TA
AYP,JM,87774,WM
UNI,VV,02227,HJ
JNG,DS,59075,IW
UMH,XN,98513,QK
TQB,ZN,73998,TB
PLH,EE,88465,SN
DUP,TI,50110,NH
RUB,NK,84933,UC
GGU,KH,53913,AM
NRF,WF,20238,PP
HWQ,VC,55862,AA
SNN,HG,94990,ND
JGW,XE,59879,KZ
PIY,KZ,81489,NG
URJ,OZ,80384,BF
NEN,ZJ,42082,QC
DKB,GX,40015,LX
YHL,KA,03355,LL
ZYG,QU,79839,MN
CPQ,NW,12511,DM
ANJ,IR,07695,WU
IGC,EP,39717,FK
KKI,JF,74556,RC
PCF,LQ,07180,OI
MNA,TS,47404,CD
HXE,WK,23866,AB
MJZ,KP,27652,TB
FHM,ZP,79695,ZN
ASD,VD,78741,TZ
ATW,TK,84167,XU
TQK,ER,93734,HQ
FZE,MG,60977,QP
FBE,JE,86806,RB
MNW,LQ,55682,DW
EKS,TQ,49387,QR
KBW,EX,34477,CR
YPU,TM,42397,ZB
MMU,KX,40648,ZB
RAP,ZZ,47988,VR
SDN,NP,09170,CA
TEH,FH,90846,RY
UDB,ED,74964,IU
AMO,BU,32875,UC
QRS,WA,81282,DZ
OZT,TV,84067,HX
INW,MV,62927,HH
CNH,FJ,27351,ZH
QTE,HD,32228,ZM
HCM,NY,93525,ST
NXX,HU,55857,HC
NOZ,WO,81670,YN
FAT,KO,66874,SI
FPR,IW,74218,VX
GME,SN,39418,GB
VOD,TD,76609,TB
XZE,CQ,24009,FV
YTC,AF,16326,ZU
JAG,KK,41141,ER
WEW,FT,49207,XJ
LEL,QB,79002,WD
QKQ,JM,25980,ZO
AZT,ZG,18046,MD
AYS,BE,42725,TZ
UPU,CG,37927,BR
SFS,ND,39966,KR
MKK,XA,35697,GW
LZA,FB,03064,FS
WGW,GM,78978,JG
ROV,UO,00238,CN
DKA,KI,53986,XR
IWS,JB,88685,BN
XUK,VZ,09611,ZV
ZBH,TE,86043,SI
LRR,CJ,37916,GB
UHU,UT,86333,GW
SAO,WI,41482,JH
SIJ,KN,09686,DN
JRN,II,58432,AY
JZE,AP,13046,OV
JGE,YS,70131,ON
AIE,ZJ,67806,YT
EKL,NH,66230,AA
NDS,TD,58266,RE
IQT,IZ,82873,BH
UKY,UZ,86156,PR
UWU,NO,25675,BB
MYS,LE,86325,RK
ECE,AX,64728,VS
ZVY,JU,58796,PZ
JKE,UM,57447,AT
BGE,FY,77091,YZ
LAH,HR,52849,TH
SVO,GA,90505,KZ
KRD,CB,67111,FE
TBS,JI,98815,IE
DIY,OL,36389,TO
PKL,AJ,31493,BC
NTG,UI,72770,KR
LTQ,RH,97859,NK
RVA,XJ,87953,FD
LFB,GS,09653,UU
RQN,UG,04358,RK
QTI,JO,28137,NH
AHW,ED,82080,EU
ZGN,VG,71512,VE
AYD,CA,53129,EZ
CZR,RU,62321,FQ
XTW,KH,41077,IH
STV,OY,71773,UJ
QTK,WQ,04103,XJ
UAJ,WA,87541,HZ
MAO,MX,67500,XU
OLF,XC,63330,TA
ZCE,KG,33396,JO
CJS,DM,18358,NF
MPH,YO,64643,EE
RLW,DG,21644,AN
HMJ,PF,18047,HN
LFC,WA,28357,OA
WKL,RJ,28344,PT
WYM,IV,02364,GL
UIL,WG,85740,OH
GEM,ZD,84365,OP
IDD,EY,01465,OS
VEK,LE,31047,WI
WME,GR,02253,OJ
XXL,YZ,22642,FC
JRP,LM,21463,ZB
NYV,AU,13122,SM
KKF,MW,89694,JJ
ONJ,BM,41390,DK
OAX,EU,49972,TO
TJV,KU,43967,IR
SXK,NB,55303,GR
CTZ,JV,84560,JM
JAF,QB,82797,FL
IWG,SM,79240,NU
HET,XM,73232,YK
BAI,LQ,36189,ZK
RFN,IN,92092,NQ
QRF,OQ,28127,MK
VFK,MZ,37214,SE
WMM,HH,38380,TP
WOR,JM,60214,ZO
ONV,VI,53045,SK
XGV,QW,45552,QW
INW,CL,46829,NH
DPC,VB,08640,TU
SRQ,HH,00043,XZ
JND,LO,95574,UN
YGO,VY,34580,YA
HDS,CD,50175,XX
WQP,HS,81235,JT
RVZ,HE,36934,GV
DIB,EW,16003,YG
WXF,SM,20662,MR
ABP,SA,29293,XH
LXX,NZ,45195,PO
LPU,PU,83128,PC
DXC,MX,93398,PQ
ATL,SZ,09128,XE
WRS,CU,65017,HM
QTL,LS,80100,TT
DWH,FL,55330,ZD
AUI,CI,65335,ER
ZIN,VA,85761,MX
FHF,UA,97730,EF
UFO,TK,76014,WO
ESP,XH,26626,MP
MEZ,JI,73664,OC
RMB,VK,47442,AV
ATY,GP,32328,OY
HBG,QM,75655,SL
CZL,OC,66691,EI
EBZ,QM,58361,YH
HWQ,TE,21073,PP
PMX,YK,45601,TP
